logical_instance	family_display	family_key	parameters	status_120s	tlsf
collector_v2_pb_12_pe_.ltl	collector_v2	param:tlsf/collector/parametric/collector_v2.tlsf	{"n": 12}	solved	tlsf-corpus/collector_v2_pb_12_pe_.tlsf
collector_v2_pb_13_pe_.ltl	collector_v2	param:tlsf/collector/parametric/collector_v2.tlsf	{"n": 13}	solved	tlsf-corpus/collector_v2_pb_13_pe_.tlsf
collector_v2_pb_15_pe_.ltl	collector_v2	param:tlsf/collector/parametric/collector_v2.tlsf	{"n": 15}	solved	tlsf-corpus/collector_v2_pb_15_pe_.tlsf
collector_v2_pb_27_pe_.ltl	collector_v2	param:tlsf/collector/parametric/collector_v2.tlsf	{"n": 27}	unsolved	tlsf-corpus/collector_v2_pb_27_pe_.tlsf
collector_v2_pb_3_pe_.ltl	collector_v2	param:tlsf/collector/parametric/collector_v2.tlsf	{"n": 3}	solved	tlsf-corpus/collector_v2_pb_3_pe_.tlsf
collector_v2_pb_5_pe_.ltl	collector_v2	param:tlsf/collector/parametric/collector_v2.tlsf	{"n": 5}	solved	tlsf-corpus/collector_v2_pb_5_pe_.tlsf
collector_v2_pb_7_pe_.ltl	collector_v2	param:tlsf/collector/parametric/collector_v2.tlsf	{"n": 7}	solved	tlsf-corpus/collector_v2_pb_7_pe_.tlsf
collector_v2_pb_9_pe_.ltl	collector_v2	param:tlsf/collector/parametric/collector_v2.tlsf	{"n": 9}	solved	tlsf-corpus/collector_v2_pb_9_pe_.tlsf
collector_v3_pb_10_pe_.ltl	collector_v3	param:tlsf/collector/parametric/collector_v3.tlsf	{"n": 10}	unsolved	tlsf-corpus/collector_v3_pb_10_pe_.tlsf
collector_v3_pb_11_pe_.ltl	collector_v3	param:tlsf/collector/parametric/collector_v3.tlsf	{"n": 11}	unsolved	tlsf-corpus/collector_v3_pb_11_pe_.tlsf
collector_v3_pb_12_pe_.ltl	collector_v3	param:tlsf/collector/parametric/collector_v3.tlsf	{"n": 12}	unsolved	tlsf-corpus/collector_v3_pb_12_pe_.tlsf
collector_v3_pb_13_pe_.ltl	collector_v3	param:tlsf/collector/parametric/collector_v3.tlsf	{"n": 13}	unsolved	tlsf-corpus/collector_v3_pb_13_pe_.tlsf
collector_v3_pb_15_pe_.ltl	collector_v3	param:tlsf/collector/parametric/collector_v3.tlsf	{"n": 15}	unsolved	tlsf-corpus/collector_v3_pb_15_pe_.tlsf
collector_v3_pb_3_pe_.ltl	collector_v3	param:tlsf/collector/parametric/collector_v3.tlsf	{"n": 3}	solved	tlsf-corpus/collector_v3_pb_3_pe_.tlsf
collector_v3_pb_5_pe_.ltl	collector_v3	param:tlsf/collector/parametric/collector_v3.tlsf	{"n": 5}	solved	tlsf-corpus/collector_v3_pb_5_pe_.tlsf
collector_v3_pb_7_pe_.ltl	collector_v3	param:tlsf/collector/parametric/collector_v3.tlsf	{"n": 7}	solved	tlsf-corpus/collector_v3_pb_7_pe_.tlsf
collector_v3_pb_9_pe_.ltl	collector_v3	param:tlsf/collector/parametric/collector_v3.tlsf	{"n": 9}	solved	tlsf-corpus/collector_v3_pb_9_pe_.tlsf
full_arbiter_enc_pb_10_pe_.ltl	full_arbiter_enc	param:tlsf/full_arbiter_log/parametric/full_arbiter_enc.tlsf	{"n": 10}	unsolved	tlsf-corpus/full_arbiter_enc_pb_10_pe_.tlsf
full_arbiter_enc_pb_12_pe_.ltl	full_arbiter_enc	param:tlsf/full_arbiter_log/parametric/full_arbiter_enc.tlsf	{"n": 12}	unsolved	tlsf-corpus/full_arbiter_enc_pb_12_pe_.tlsf
full_arbiter_enc_pb_8_pe_.ltl	full_arbiter_enc	param:tlsf/full_arbiter_log/parametric/full_arbiter_enc.tlsf	{"n": 8}	unsolved	tlsf-corpus/full_arbiter_enc_pb_8_pe_.tlsf
generalized_buffer_pb_2_pe_.ltl	generalized_buffer	param:tlsf/generalized_buffer/parametric/generalized_buffer.tlsf	{"n": 2}	solved	tlsf-corpus/generalized_buffer_pb_2_pe_.tlsf
generalized_buffer_pb_3_pe_.ltl	generalized_buffer	param:tlsf/generalized_buffer/parametric/generalized_buffer.tlsf	{"n": 3}	solved	tlsf-corpus/generalized_buffer_pb_3_pe_.tlsf
generalized_buffer_pb_4_pe_.ltl	generalized_buffer	param:tlsf/generalized_buffer/parametric/generalized_buffer.tlsf	{"n": 4}	solved	tlsf-corpus/generalized_buffer_pb_4_pe_.tlsf
generalized_buffer_pb_5_pe_.ltl	generalized_buffer	param:tlsf/generalized_buffer/parametric/generalized_buffer.tlsf	{"n": 5}	solved	tlsf-corpus/generalized_buffer_pb_5_pe_.tlsf
generalized_buffer_pb_6_pe_.ltl	generalized_buffer	param:tlsf/generalized_buffer/parametric/generalized_buffer.tlsf	{"n": 6}	unsolved	tlsf-corpus/generalized_buffer_pb_6_pe_.tlsf
lift_pb_10_pe_.ltl	lift	param:tlsf/lift/parametric/lift.tlsf	{"n": 10}	unsolved	tlsf-corpus/lift_pb_10_pe_.tlsf
lift_pb_2_pe_.ltl	lift	param:tlsf/lift/parametric/lift.tlsf	{"n": 2}	solved	tlsf-corpus/lift_pb_2_pe_.tlsf
lift_pb_3_pe_.ltl	lift	param:tlsf/lift/parametric/lift.tlsf	{"n": 3}	solved	tlsf-corpus/lift_pb_3_pe_.tlsf
lift_pb_4_pe_.ltl	lift	param:tlsf/lift/parametric/lift.tlsf	{"n": 4}	solved	tlsf-corpus/lift_pb_4_pe_.tlsf
lift_pb_5_pe_.ltl	lift	param:tlsf/lift/parametric/lift.tlsf	{"n": 5}	unsolved	tlsf-corpus/lift_pb_5_pe_.tlsf
lift_pb_6_pe_.ltl	lift	param:tlsf/lift/parametric/lift.tlsf	{"n": 6}	unsolved	tlsf-corpus/lift_pb_6_pe_.tlsf
lift_pb_7_pe_.ltl	lift	param:tlsf/lift/parametric/lift.tlsf	{"n": 7}	unsolved	tlsf-corpus/lift_pb_7_pe_.tlsf
lift_pb_8_pe_.ltl	lift	param:tlsf/lift/parametric/lift.tlsf	{"n": 8}	unsolved	tlsf-corpus/lift_pb_8_pe_.tlsf
lift_pb_9_pe_.ltl	lift	param:tlsf/lift/parametric/lift.tlsf	{"n": 9}	unsolved	tlsf-corpus/lift_pb_9_pe_.tlsf
lift_gr1+_pb_2_pe_.ltl	lift_gr1+	param:tlsf/lift/parametric/lift_gr1+.tlsf	{"n": 2}	solved	tlsf-corpus/lift_gr1+_pb_2_pe_.tlsf
lift_gr1+_pb_3_pe_.ltl	lift_gr1+	param:tlsf/lift/parametric/lift_gr1+.tlsf	{"n": 3}	solved	tlsf-corpus/lift_gr1+_pb_3_pe_.tlsf
lift_gr1+_pb_6_pe_.ltl	lift_gr1+	param:tlsf/lift/parametric/lift_gr1+.tlsf	{"n": 6}	unsolved	tlsf-corpus/lift_gr1+_pb_6_pe_.tlsf
lift_gr1+_pb_7_pe_.ltl	lift_gr1+	param:tlsf/lift/parametric/lift_gr1+.tlsf	{"n": 7}	unsolved	tlsf-corpus/lift_gr1+_pb_7_pe_.tlsf
lift_gr1+_pb_8_pe_.ltl	lift_gr1+	param:tlsf/lift/parametric/lift_gr1+.tlsf	{"n": 8}	unsolved	tlsf-corpus/lift_gr1+_pb_8_pe_.tlsf
lift_gr1+_pb_9_pe_.ltl	lift_gr1+	param:tlsf/lift/parametric/lift_gr1+.tlsf	{"n": 9}	unsolved	tlsf-corpus/lift_gr1+_pb_9_pe_.tlsf
lift_gr1_pb_10_pe_.ltl	lift_gr1	param:tlsf/lift/parametric/lift_gr1.tlsf	{"n": 10}	unsolved	tlsf-corpus/lift_gr1_pb_10_pe_.tlsf
lift_gr1_pb_2_pe_.ltl	lift_gr1	param:tlsf/lift/parametric/lift_gr1.tlsf	{"n": 2}	solved	tlsf-corpus/lift_gr1_pb_2_pe_.tlsf
lift_gr1_pb_3_pe_.ltl	lift_gr1	param:tlsf/lift/parametric/lift_gr1.tlsf	{"n": 3}	solved	tlsf-corpus/lift_gr1_pb_3_pe_.tlsf
lift_gr1_pb_7_pe_.ltl	lift_gr1	param:tlsf/lift/parametric/lift_gr1.tlsf	{"n": 7}	unsolved	tlsf-corpus/lift_gr1_pb_7_pe_.tlsf
lift_gr1_pb_8_pe_.ltl	lift_gr1	param:tlsf/lift/parametric/lift_gr1.tlsf	{"n": 8}	unsolved	tlsf-corpus/lift_gr1_pb_8_pe_.tlsf
lift_gr1_pb_9_pe_.ltl	lift_gr1	param:tlsf/lift/parametric/lift_gr1.tlsf	{"n": 9}	unsolved	tlsf-corpus/lift_gr1_pb_9_pe_.tlsf
lift_unary_enc_pb_2_pe_.ltl	lift_unary_enc	param:tlsf/lift/parametric/lift_unary_enc.tlsf	{"n": 2}	solved	tlsf-corpus/lift_unary_enc_pb_2_pe_.tlsf
lift_unary_enc_pb_3_pe_.ltl	lift_unary_enc	param:tlsf/lift/parametric/lift_unary_enc.tlsf	{"n": 3}	solved	tlsf-corpus/lift_unary_enc_pb_3_pe_.tlsf
lift_unary_enc_pb_4_pe_.ltl	lift_unary_enc	param:tlsf/lift/parametric/lift_unary_enc.tlsf	{"n": 4}	solved	tlsf-corpus/lift_unary_enc_pb_4_pe_.tlsf
lift_unary_enc_pb_5_pe_.ltl	lift_unary_enc	param:tlsf/lift/parametric/lift_unary_enc.tlsf	{"n": 5}	unsolved	tlsf-corpus/lift_unary_enc_pb_5_pe_.tlsf
lift_unary_enc_pb_6_pe_.ltl	lift_unary_enc	param:tlsf/lift/parametric/lift_unary_enc.tlsf	{"n": 6}	unsolved	tlsf-corpus/lift_unary_enc_pb_6_pe_.tlsf
lift_unary_enc_pb_7_pe_.ltl	lift_unary_enc	param:tlsf/lift/parametric/lift_unary_enc.tlsf	{"n": 7}	unsolved	tlsf-corpus/lift_unary_enc_pb_7_pe_.tlsf
load_balancer_pb_10_pe_.ltl	load_balancer	param:tlsf/load_balancer/parametric/load_balancer.tlsf	{"n": 10}	unsolved	tlsf-corpus/load_balancer_pb_10_pe_.tlsf
load_balancer_pb_11_pe_.ltl	load_balancer	param:tlsf/load_balancer/parametric/load_balancer.tlsf	{"n": 11}	unsolved	tlsf-corpus/load_balancer_pb_11_pe_.tlsf
load_balancer_pb_2_pe_.ltl	load_balancer	param:tlsf/load_balancer/parametric/load_balancer.tlsf	{"n": 2}	solved	tlsf-corpus/load_balancer_pb_2_pe_.tlsf
load_balancer_pb_3_pe_.ltl	load_balancer	param:tlsf/load_balancer/parametric/load_balancer.tlsf	{"n": 3}	solved	tlsf-corpus/load_balancer_pb_3_pe_.tlsf
load_balancer_pb_4_pe_.ltl	load_balancer	param:tlsf/load_balancer/parametric/load_balancer.tlsf	{"n": 4}	solved	tlsf-corpus/load_balancer_pb_4_pe_.tlsf
load_balancer_pb_5_pe_.ltl	load_balancer	param:tlsf/load_balancer/parametric/load_balancer.tlsf	{"n": 5}	solved	tlsf-corpus/load_balancer_pb_5_pe_.tlsf
load_balancer_pb_6_pe_.ltl	load_balancer	param:tlsf/load_balancer/parametric/load_balancer.tlsf	{"n": 6}	solved	tlsf-corpus/load_balancer_pb_6_pe_.tlsf
load_balancer_pb_7_pe_.ltl	load_balancer	param:tlsf/load_balancer/parametric/load_balancer.tlsf	{"n": 7}	solved	tlsf-corpus/load_balancer_pb_7_pe_.tlsf
load_balancer_pb_8_pe_.ltl	load_balancer	param:tlsf/load_balancer/parametric/load_balancer.tlsf	{"n": 8}	unsolved	tlsf-corpus/load_balancer_pb_8_pe_.tlsf
load_balancer_pb_9_pe_.ltl	load_balancer	param:tlsf/load_balancer/parametric/load_balancer.tlsf	{"n": 9}	unsolved	tlsf-corpus/load_balancer_pb_9_pe_.tlsf
load_balancer_unreal1_pb_2_10_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 2, "u": 10}	solved	tlsf-corpus/load_balancer_unreal1_pb_2_10_pe_.tlsf
load_balancer_unreal1_pb_2_11_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 2, "u": 11}	solved	tlsf-corpus/load_balancer_unreal1_pb_2_11_pe_.tlsf
load_balancer_unreal1_pb_2_12_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 2, "u": 12}	solved	tlsf-corpus/load_balancer_unreal1_pb_2_12_pe_.tlsf
load_balancer_unreal1_pb_2_13_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 2, "u": 13}	solved	tlsf-corpus/load_balancer_unreal1_pb_2_13_pe_.tlsf
load_balancer_unreal1_pb_2_14_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 2, "u": 14}	solved	tlsf-corpus/load_balancer_unreal1_pb_2_14_pe_.tlsf
load_balancer_unreal1_pb_2_15_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 2, "u": 15}	solved	tlsf-corpus/load_balancer_unreal1_pb_2_15_pe_.tlsf
load_balancer_unreal1_pb_2_16_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 2, "u": 16}	solved	tlsf-corpus/load_balancer_unreal1_pb_2_16_pe_.tlsf
load_balancer_unreal1_pb_2_1_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 2, "u": 1}	solved	tlsf-corpus/load_balancer_unreal1_pb_2_1_pe_.tlsf
load_balancer_unreal1_pb_2_2_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 2, "u": 2}	solved	tlsf-corpus/load_balancer_unreal1_pb_2_2_pe_.tlsf
load_balancer_unreal1_pb_2_3_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 2, "u": 3}	solved	tlsf-corpus/load_balancer_unreal1_pb_2_3_pe_.tlsf
load_balancer_unreal1_pb_2_4_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 2, "u": 4}	solved	tlsf-corpus/load_balancer_unreal1_pb_2_4_pe_.tlsf
load_balancer_unreal1_pb_2_5_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 2, "u": 5}	solved	tlsf-corpus/load_balancer_unreal1_pb_2_5_pe_.tlsf
load_balancer_unreal1_pb_2_6_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 2, "u": 6}	solved	tlsf-corpus/load_balancer_unreal1_pb_2_6_pe_.tlsf
load_balancer_unreal1_pb_2_7_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 2, "u": 7}	solved	tlsf-corpus/load_balancer_unreal1_pb_2_7_pe_.tlsf
load_balancer_unreal1_pb_2_8_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 2, "u": 8}	solved	tlsf-corpus/load_balancer_unreal1_pb_2_8_pe_.tlsf
load_balancer_unreal1_pb_2_9_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 2, "u": 9}	solved	tlsf-corpus/load_balancer_unreal1_pb_2_9_pe_.tlsf
load_balancer_unreal1_pb_3_10_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 3, "u": 10}	solved	tlsf-corpus/load_balancer_unreal1_pb_3_10_pe_.tlsf
load_balancer_unreal1_pb_3_11_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 3, "u": 11}	solved	tlsf-corpus/load_balancer_unreal1_pb_3_11_pe_.tlsf
load_balancer_unreal1_pb_3_12_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 3, "u": 12}	solved	tlsf-corpus/load_balancer_unreal1_pb_3_12_pe_.tlsf
load_balancer_unreal1_pb_3_1_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 3, "u": 1}	solved	tlsf-corpus/load_balancer_unreal1_pb_3_1_pe_.tlsf
load_balancer_unreal1_pb_3_2_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 3, "u": 2}	solved	tlsf-corpus/load_balancer_unreal1_pb_3_2_pe_.tlsf
load_balancer_unreal1_pb_3_3_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 3, "u": 3}	solved	tlsf-corpus/load_balancer_unreal1_pb_3_3_pe_.tlsf
load_balancer_unreal1_pb_3_4_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 3, "u": 4}	solved	tlsf-corpus/load_balancer_unreal1_pb_3_4_pe_.tlsf
load_balancer_unreal1_pb_3_5_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 3, "u": 5}	solved	tlsf-corpus/load_balancer_unreal1_pb_3_5_pe_.tlsf
load_balancer_unreal1_pb_3_6_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 3, "u": 6}	solved	tlsf-corpus/load_balancer_unreal1_pb_3_6_pe_.tlsf
load_balancer_unreal1_pb_3_7_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 3, "u": 7}	solved	tlsf-corpus/load_balancer_unreal1_pb_3_7_pe_.tlsf
load_balancer_unreal1_pb_3_8_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 3, "u": 8}	solved	tlsf-corpus/load_balancer_unreal1_pb_3_8_pe_.tlsf
load_balancer_unreal1_pb_3_9_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 3, "u": 9}	solved	tlsf-corpus/load_balancer_unreal1_pb_3_9_pe_.tlsf
load_balancer_unreal1_pb_4_10_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 4, "u": 10}	unsolved	tlsf-corpus/load_balancer_unreal1_pb_4_10_pe_.tlsf
load_balancer_unreal1_pb_4_11_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 4, "u": 11}	unsolved	tlsf-corpus/load_balancer_unreal1_pb_4_11_pe_.tlsf
load_balancer_unreal1_pb_4_12_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 4, "u": 12}	unsolved	tlsf-corpus/load_balancer_unreal1_pb_4_12_pe_.tlsf
load_balancer_unreal1_pb_4_1_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 4, "u": 1}	solved	tlsf-corpus/load_balancer_unreal1_pb_4_1_pe_.tlsf
load_balancer_unreal1_pb_4_2_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 4, "u": 2}	solved	tlsf-corpus/load_balancer_unreal1_pb_4_2_pe_.tlsf
load_balancer_unreal1_pb_4_3_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 4, "u": 3}	solved	tlsf-corpus/load_balancer_unreal1_pb_4_3_pe_.tlsf
load_balancer_unreal1_pb_4_4_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 4, "u": 4}	solved	tlsf-corpus/load_balancer_unreal1_pb_4_4_pe_.tlsf
load_balancer_unreal1_pb_4_5_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 4, "u": 5}	solved	tlsf-corpus/load_balancer_unreal1_pb_4_5_pe_.tlsf
load_balancer_unreal1_pb_4_6_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 4, "u": 6}	solved	tlsf-corpus/load_balancer_unreal1_pb_4_6_pe_.tlsf
load_balancer_unreal1_pb_4_7_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 4, "u": 7}	solved	tlsf-corpus/load_balancer_unreal1_pb_4_7_pe_.tlsf
load_balancer_unreal1_pb_4_8_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 4, "u": 8}	solved	tlsf-corpus/load_balancer_unreal1_pb_4_8_pe_.tlsf
load_balancer_unreal1_pb_4_9_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 4, "u": 9}	unsolved	tlsf-corpus/load_balancer_unreal1_pb_4_9_pe_.tlsf
load_balancer_unreal1_pb_5_2_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 5, "u": 2}	solved	tlsf-corpus/load_balancer_unreal1_pb_5_2_pe_.tlsf
load_balancer_unreal1_pb_5_3_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 5, "u": 3}	solved	tlsf-corpus/load_balancer_unreal1_pb_5_3_pe_.tlsf
load_balancer_unreal1_pb_5_4_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 5, "u": 4}	solved	tlsf-corpus/load_balancer_unreal1_pb_5_4_pe_.tlsf
load_balancer_unreal1_pb_5_5_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 5, "u": 5}	solved	tlsf-corpus/load_balancer_unreal1_pb_5_5_pe_.tlsf
load_balancer_unreal1_pb_5_6_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 5, "u": 6}	unsolved	tlsf-corpus/load_balancer_unreal1_pb_5_6_pe_.tlsf
load_balancer_unreal1_pb_5_7_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 5, "u": 7}	unsolved	tlsf-corpus/load_balancer_unreal1_pb_5_7_pe_.tlsf
load_balancer_unreal1_pb_6_1_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 6, "u": 1}	solved	tlsf-corpus/load_balancer_unreal1_pb_6_1_pe_.tlsf
load_balancer_unreal1_pb_6_2_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 6, "u": 2}	solved	tlsf-corpus/load_balancer_unreal1_pb_6_2_pe_.tlsf
load_balancer_unreal1_pb_6_3_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 6, "u": 3}	solved	tlsf-corpus/load_balancer_unreal1_pb_6_3_pe_.tlsf
load_balancer_unreal1_pb_6_4_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 6, "u": 4}	solved	tlsf-corpus/load_balancer_unreal1_pb_6_4_pe_.tlsf
load_balancer_unreal1_pb_6_5_pe_.ltl	load_balancer_unreal1	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	{"n": 6, "u": 5}	unsolved	tlsf-corpus/load_balancer_unreal1_pb_6_5_pe_.tlsf
load_balancer_unreal2_pb_2_pe_.ltl	load_balancer_unreal2	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal2.tlsf	{"n": 2}	solved	tlsf-corpus/load_balancer_unreal2_pb_2_pe_.tlsf
load_balancer_unreal2_pb_3_pe_.ltl	load_balancer_unreal2	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal2.tlsf	{"n": 3}	solved	tlsf-corpus/load_balancer_unreal2_pb_3_pe_.tlsf
load_balancer_unreal2_pb_4_pe_.ltl	load_balancer_unreal2	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal2.tlsf	{"n": 4}	solved	tlsf-corpus/load_balancer_unreal2_pb_4_pe_.tlsf
load_balancer_unreal2_pb_5_pe_.ltl	load_balancer_unreal2	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal2.tlsf	{"n": 5}	solved	tlsf-corpus/load_balancer_unreal2_pb_5_pe_.tlsf
load_balancer_unreal2_pb_6_pe_.ltl	load_balancer_unreal2	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal2.tlsf	{"n": 6}	unsolved	tlsf-corpus/load_balancer_unreal2_pb_6_pe_.tlsf
load_balancer_unreal2_pb_7_pe_.ltl	load_balancer_unreal2	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal2.tlsf	{"n": 7}	unsolved	tlsf-corpus/load_balancer_unreal2_pb_7_pe_.tlsf
load_balancer_unreal2_pb_8_pe_.ltl	load_balancer_unreal2	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal2.tlsf	{"n": 8}	unsolved	tlsf-corpus/load_balancer_unreal2_pb_8_pe_.tlsf
ltl2dba_C2_unreal_pb_100_pe_.ltl	ltl2dba_C2_unreal	param:tlsf/ltl2dba/parametric/ltl2dba_C2_unreal.tlsf	{"n": 100}	unsolved	tlsf-corpus/ltl2dba_C2_unreal_pb_100_pe_.tlsf
ltl2dba_C2_unreal_pb_10_pe_.ltl	ltl2dba_C2_unreal	param:tlsf/ltl2dba/parametric/ltl2dba_C2_unreal.tlsf	{"n": 10}	solved	tlsf-corpus/ltl2dba_C2_unreal_pb_10_pe_.tlsf
ltl2dba_C2_unreal_pb_11_pe_.ltl	ltl2dba_C2_unreal	param:tlsf/ltl2dba/parametric/ltl2dba_C2_unreal.tlsf	{"n": 11}	solved	tlsf-corpus/ltl2dba_C2_unreal_pb_11_pe_.tlsf
ltl2dba_C2_unreal_pb_12_pe_.ltl	ltl2dba_C2_unreal	param:tlsf/ltl2dba/parametric/ltl2dba_C2_unreal.tlsf	{"n": 12}	solved	tlsf-corpus/ltl2dba_C2_unreal_pb_12_pe_.tlsf
ltl2dba_C2_unreal_pb_13_pe_.ltl	ltl2dba_C2_unreal	param:tlsf/ltl2dba/parametric/ltl2dba_C2_unreal.tlsf	{"n": 13}	solved	tlsf-corpus/ltl2dba_C2_unreal_pb_13_pe_.tlsf
ltl2dba_C2_unreal_pb_14_pe_.ltl	ltl2dba_C2_unreal	param:tlsf/ltl2dba/parametric/ltl2dba_C2_unreal.tlsf	{"n": 14}	solved	tlsf-corpus/ltl2dba_C2_unreal_pb_14_pe_.tlsf
